student_name,course_year,student_note,academic_score,anatomy_score,physiology_score,surgery_interest,cardiology_interest,neurology_interest,ent_interest,manual_dexterity,stress_tolerance,empathy,analytical_thinking,communication_skill,research_orientation,night_shift_readiness,cardiovascular_endurance,auditory_attention,precision_focus,predicted_specialty_key,predicted_specialty,confidence
Дмитрий Орлов #960,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,79,97,7,9,5,0,6,6,9,9,9,7,7,10,5,7,cardiology,Кардиолог,0.506
Мария Тихонова #961,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,79,77,1,2,5,7,6,7,9,8,9,3,7,4,8,6,otolaryngology,Отоларинголог,0.4424
Елена Смирнова #962,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,85,95,3,7,7,5,8,8,7,8,9,8,6,4,8,9,neurology,Невролог,0.3434
Ольга Демина #963,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,82,75,4,3,5,8,7,4,7,5,10,6,5,2,8,8,otolaryngology,Отоларинголог,0.5218
Кирилл Федоров #964,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,81,85,80,5,5,5,10,6,8,6,5,7,4,5,7,10,9,otolaryngology,Отоларинголог,0.5222
Павел Громов #965,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,95,81,8,7,2,1,9,7,6,7,3,5,8,7,2,10,surgery,Хирург,0.5858
Ирина Белова #966,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,83,78,6,6,5,8,6,7,7,8,8,4,5,4,10,10,otolaryngology,Отоларинголог,0.4501
Елена Смирнова #967,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,79,94,5,4,7,2,4,6,6,9,6,10,6,7,7,9,neurology,Невролог,0.4914
Кирилл Федоров #968,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,88,79,6,6,7,8,9,6,5,6,9,4,5,4,10,7,otolaryngology,Отоларинголог,0.4833
Елена Смирнова #969,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,77,92,2,4,9,5,6,8,6,9,5,7,6,5,5,7,neurology,Невролог,0.487
Мария Тихонова #970,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,89,82,4,2,6,9,10,6,10,5,8,6,4,5,10,9,otolaryngology,Отоларинголог,0.6037
Татьяна Максимова #971,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,88,97,5,7,9,4,4,7,8,10,10,9,8,7,6,8,neurology,Невролог,0.4546
Ирина Белова #972,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,91,79,5,6,3,8,10,6,6,5,9,3,8,6,10,6,otolaryngology,Отоларинголог,0.4976
Никита Жуков #973,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,80,86,3,6,9,2,7,6,7,9,9,7,7,5,6,7,neurology,Невролог,0.4477
Елена Смирнова #974,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,81,94,3,5,8,5,7,6,7,10,7,10,4,5,4,9,neurology,Невролог,0.5334
Виктор Лебедев #975,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,75,87,1,7,9,1,5,7,8,9,4,7,6,7,7,10,neurology,Невролог,0.4977
Анна Котова #976,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,94,84,8,7,4,1,8,9,5,8,7,5,10,7,6,10,surgery,Хирург,0.5207
Ирина Белова #977,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,88,83,5,4,4,8,6,9,7,5,8,3,7,5,10,6,otolaryngology,Отоларинголог,0.487
Виктор Лебедев #978,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,74,93,3,3,10,2,6,6,6,9,8,8,4,7,7,8,neurology,Невролог,0.5528
Виктор Лебедев #979,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,81,95,3,4,8,3,6,5,8,10,8,8,2,7,6,7,neurology,Невролог,0.4913
Ирина Белова #980,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,85,85,6,3,4,9,9,6,7,5,8,3,6,5,10,6,otolaryngology,Отоларинголог,0.5689
Павел Громов #981,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,93,83,8,3,2,4,7,7,5,7,7,6,10,9,4,10,surgery,Хирург,0.5669
Елена Смирнова #982,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,84,96,4,5,8,5,6,8,9,10,8,9,3,8,7,8,neurology,Невролог,0.4434
Дмитрий Орлов #983,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,90,93,4,7,5,1,5,8,6,7,10,6,9,8,7,7,cardiology,Кардиолог,0.387
Дмитрий Орлов #984,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,80,85,6,7,8,4,9,8,10,10,8,6,9,7,3,10,neurology,Невролог,0.3504
Никита Жуков #985,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,84,97,1,4,7,1,5,6,6,10,7,9,7,6,5,7,neurology,Невролог,0.5071
Софья Романова #986,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,79,97,3,10,5,3,8,7,10,10,8,9,9,6,3,9,cardiology,Кардиолог,0.4431
Георгий Савельев #987,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,91,78,10,3,6,4,8,10,4,7,6,1,10,9,2,10,surgery,Хирург,0.7162
Дмитрий Орлов #988,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,86,95,3,8,4,1,6,10,7,10,8,9,6,6,7,10,cardiology,Кардиолог,0.3944
Ольга Демина #989,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,85,77,2,4,5,7,7,4,7,7,9,6,4,2,10,10,otolaryngology,Отоларинголог,0.5222
Георгий Савельев #990,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,95,85,9,5,2,3,10,8,5,8,6,5,7,8,6,9,surgery,Хирург,0.5552
Ольга Демина #991,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,84,77,5,5,5,8,7,6,10,4,9,4,6,3,9,10,otolaryngology,Отоларинголог,0.5555
Алина Назарова #992,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,85,86,2,9,7,1,8,10,6,10,10,9,6,10,6,9,cardiology,Кардиолог,0.4367
Мария Тихонова #993,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,79,82,5,5,5,8,6,8,9,9,9,4,6,5,10,10,otolaryngology,Отоларинголог,0.441
Никита Жуков #994,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,77,93,4,6,9,4,7,9,9,8,8,9,7,7,4,8,neurology,Невролог,0.4405
Виктор Лебедев #995,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,77,86,1,3,8,3,4,8,6,10,7,9,6,7,4,9,neurology,Невролог,0.5589
Софья Романова #996,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,76,87,6,9,9,2,4,8,10,10,9,9,6,10,7,9,cardiology,Кардиолог,0.4148
Татьяна Максимова #997,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,78,95,4,7,6,0,5,6,9,9,10,6,8,9,5,7,cardiology,Кардиолог,0.4589
Дмитрий Орлов #998,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,85,87,5,7,7,4,5,10,9,10,8,9,8,7,6,6,cardiology,Кардиолог,0.3792
Софья Романова #999,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,79,89,4,9,7,2,8,10,7,7,9,7,7,9,7,9,cardiology,Кардиолог,0.3765
Никита Жуков #1000,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,74,91,2,8,9,4,6,6,7,8,6,8,4,3,8,9,neurology,Невролог,0.4781
Мария Тихонова #1001,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,86,78,4,5,5,8,8,6,9,9,8,6,6,5,10,6,otolaryngology,Отоларинголог,0.4423
Анна Котова #1002,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,91,79,10,5,3,1,8,8,4,5,5,6,10,7,3,7,surgery,Хирург,0.6823
